accession,not_gii,duplicated,ambiguous,missing_required_region
JQ944335.1,True,False,False,True
JQ944336.1,True,False,False,True
JQ944337.1,True,False,False,True
JQ944338.1,True,False,False,True
JQ944339.1,True,False,False,True
JQ944340.1,True,False,False,True
JQ944341.1,True,False,False,True
JQ944342.1,True,False,False,True
JQ944343.1,True,False,False,True
JQ944344.1,True,False,False,True
JQ944345.1,True,False,False,True
JQ944346.1,True,False,False,True
JQ944347.1,True,False,False,True
JQ944348.1,True,False,False,True
JQ944349.1,True,False,False,True
JQ944350.1,True,False,False,True
JQ944351.1,True,False,False,True
JQ944352.1,True,False,False,True
JQ944353.1,True,False,False,True
JQ944354.1,True,False,False,True
JQ944355.1,True,False,False,True
JQ944356.1,True,False,False,True
JQ944357.1,True,False,False,True
JQ944358.1,True,False,False,True
JQ944359.1,True,False,False,True
JQ944360.1,True,False,False,True
JQ944361.1,True,False,False,True
JQ944362.1,True,False,False,True
JQ944363.1,True,False,False,True
JQ944364.1,True,False,False,True
JQ944365.1,True,False,False,True
JQ944366.1,True,False,False,True
JQ944367.1,True,False,False,True
JQ944368.1,True,False,False,True
JQ944369.1,True,False,False,True
JQ944370.1,True,False,False,True
JQ944371.1,True,False,False,True
JQ944372.1,True,False,False,True
JQ944373.1,True,False,False,True
JQ944374.1,True,False,False,True
JQ944375.1,True,False,False,True
JQ944376.1,True,False,False,True
JQ944377.1,True,False,False,True
JQ944378.1,True,False,False,True
JQ944379.1,True,False,False,True
JQ944380.1,True,False,False,True
JQ944381.1,True,False,False,True
JQ944382.1,True,False,False,True
JQ944383.1,True,False,False,True
JQ944384.1,True,False,False,True
JQ944385.1,True,False,False,True
JQ944386.1,True,False,False,True
JQ944387.1,True,False,False,True
JQ944388.1,True,False,False,True
JQ944389.1,True,False,False,True
JQ944390.1,True,False,False,True
JQ944391.1,True,False,False,True
JQ944392.1,True,False,False,True
JQ944393.1,True,False,False,True
JQ944394.1,True,False,False,True
JQ944395.1,True,False,False,True
JQ944396.1,True,False,False,True
JQ944397.1,True,False,False,True
JQ944398.1,True,False,False,True
JQ944399.1,True,False,False,True
JQ944400.1,True,False,False,True
JQ944401.1,True,False,False,True
JQ944402.1,True,False,False,True
JQ944403.1,True,False,False,True
JQ944404.1,True,False,False,True
JQ944405.1,True,False,False,True
JQ944406.1,True,False,False,True
JQ944407.1,True,False,False,True
JQ944408.1,True,False,False,True
JQ944409.1,True,False,False,True
JQ944410.1,True,False,False,True
JQ944411.1,True,False,False,True
JQ944412.1,True,False,False,True
JQ944413.1,True,False,False,True
JQ944414.1,True,False,False,True
JQ944415.1,True,False,False,True
JQ944416.1,True,False,False,True
JQ944417.1,True,False,False,True
JQ944418.1,True,False,False,True
JQ944419.1,True,False,False,True
JQ944420.1,True,False,False,True
JQ944421.1,True,False,False,True
JQ944422.1,True,False,False,True
JQ944423.1,True,False,False,True
JQ944424.1,True,False,False,True
JQ944425.1,True,False,False,True
JQ944426.1,True,False,False,True
JQ944427.1,True,False,False,True
JQ944428.1,True,False,False,True
JQ944429.1,True,False,False,True
JQ944430.1,True,False,False,True
JQ944431.1,True,False,False,True
JQ944432.1,True,False,False,True
JQ944433.1,True,False,False,True
JQ944434.1,True,False,False,True
JQ944435.1,True,False,False,True
JQ944436.1,True,False,False,True
JQ944437.1,True,False,False,True
JQ944438.1,True,False,False,True
JQ944439.1,True,False,False,True
JQ944440.1,True,False,False,True
JQ944441.1,True,False,False,True
JQ944442.1,True,False,False,True
JQ944443.1,True,False,False,True
JQ944444.1,True,False,False,True
JQ944445.1,True,False,False,True
JQ944446.1,True,False,False,True
JQ944447.1,True,False,False,True
JQ944448.1,True,False,False,True
JQ944449.1,True,False,False,True
JQ944450.1,True,False,False,True
JQ944451.1,True,False,False,True
JQ944452.1,True,False,False,True
JQ944453.1,True,False,False,True
JQ944454.1,True,False,False,True
JQ944455.1,True,False,False,True
JQ944456.1,True,False,False,True
JQ944457.1,True,False,False,True
JQ944458.1,True,False,False,True
JQ944459.1,True,False,False,True
JQ944460.1,True,False,False,True
JQ944461.1,True,False,False,True
JQ944462.1,True,False,False,True
JQ944463.1,True,False,False,True
JQ944464.1,True,False,False,True
JQ944465.1,True,False,False,True
JQ944466.1,True,False,False,True
JQ944467.1,True,False,False,True
JQ944468.1,True,False,False,True
JQ944469.1,True,False,False,True
JQ944470.1,True,False,False,True
JQ944471.1,True,False,False,True
JQ944472.1,True,False,False,True
JQ944473.1,True,False,False,True
JQ944474.1,True,False,False,True
JQ944475.1,True,False,False,True
JQ944476.1,True,False,False,True
JQ944477.1,True,False,False,True
JQ944478.1,True,False,False,True
JQ944479.1,True,False,False,True
JQ944480.1,True,False,False,True
JQ944481.1,True,False,False,True
JQ944482.1,True,False,False,True
JQ944483.1,True,False,False,True
JQ944484.1,True,False,False,True
JQ944485.1,True,False,False,True
JQ944486.1,True,False,False,True
JQ944487.1,True,False,False,True
JQ944488.1,True,False,False,True
JQ944489.1,True,False,False,True
JQ944490.1,True,False,False,True
JQ944491.1,True,False,False,True
JQ944492.1,True,False,False,True
JQ944493.1,True,False,False,True
JQ944494.1,True,False,False,True
JQ944495.1,True,False,False,True
JQ944496.1,True,False,False,True
JQ944497.1,True,False,False,True
JQ944498.1,True,False,False,True
JQ944499.1,True,False,False,True
JQ944500.1,True,False,False,True
JQ944501.1,True,False,False,True
JQ944502.1,True,False,False,True
JQ944503.1,True,False,False,True
JQ944504.1,True,False,False,True
JQ944505.1,True,False,False,True
JQ944506.1,True,False,False,True
JQ944507.1,True,False,False,True
JQ944508.1,True,False,False,True
JQ944509.1,True,False,False,True
JQ944510.1,True,False,False,True
JQ944511.1,True,False,False,True
JQ944512.1,True,False,False,True
JQ944513.1,True,False,False,True
JQ944514.1,True,False,False,True
JQ944515.1,True,False,False,True
JQ944516.1,True,False,False,True
JQ944517.1,True,False,False,True
JQ944518.1,True,False,False,True
JQ944519.1,True,False,False,True
JQ944520.1,True,False,False,True
JQ944521.1,True,False,False,True
JQ944522.1,True,False,False,True
JQ944523.1,True,False,False,True
JQ944524.1,True,False,False,True
JQ944525.1,True,False,False,True
JQ944526.1,True,False,False,True
JQ944527.1,True,False,False,True
JQ944528.1,True,False,False,True
JQ944529.1,True,False,False,True
JQ944530.1,True,False,False,True
JQ944531.1,True,False,False,True
JQ944532.1,True,False,False,True
JQ944533.1,True,False,False,True
JQ944534.1,True,False,False,True
JQ944535.1,True,False,False,True
JQ944536.1,True,False,False,True
JQ944537.1,True,False,False,True
JQ944538.1,True,False,False,True
JQ944539.1,True,False,False,True
JQ944540.1,True,False,False,True
JQ944541.1,True,False,False,True
JQ944542.1,True,False,False,True
JQ944543.1,True,False,False,True
JQ944544.1,True,False,False,True
JQ944545.1,True,False,False,True
JQ944546.1,True,False,False,True
JQ944547.1,True,False,False,True
JQ944548.1,True,False,False,True
JQ944549.1,True,False,False,True
JQ944550.1,True,False,False,True
JQ944551.1,True,False,False,True
JQ944552.1,True,False,False,True
JQ944553.1,True,False,False,True
JQ944554.1,True,False,False,True
JQ944555.1,True,False,False,True
JQ944556.1,True,False,False,True
JQ944557.1,True,False,False,True
JQ944558.1,True,False,False,True
JQ944559.1,True,False,False,True
JQ944560.1,True,False,False,True
JQ944561.1,True,False,False,True
JQ944562.1,True,False,False,True
JQ944563.1,True,False,False,True
JQ944564.1,True,False,False,True
JQ944565.1,True,False,False,True
JQ944566.1,True,False,False,True
JQ944567.1,True,False,False,True
JQ944568.1,True,False,False,True
JQ944569.1,True,False,False,True
JQ944570.1,True,False,False,True
JQ944571.1,True,False,False,True
JQ944572.1,True,False,False,True
JQ944573.1,True,False,False,True
JQ944574.1,True,False,False,True
JQ944575.1,True,False,False,True
JQ944576.1,True,False,False,True
JQ944577.1,True,False,False,True
JQ944578.1,True,False,False,True
JQ944579.1,True,False,False,True
JQ944580.1,True,False,False,True
JQ944581.1,True,False,False,True
JQ944582.1,True,False,False,True
JQ944583.1,True,False,False,True
JQ944584.1,True,False,False,True
JQ944585.1,True,False,False,True
JQ944586.1,True,False,False,True
JQ944587.1,True,False,False,True
JQ944588.1,True,False,False,True
JQ944589.1,True,False,False,True
JQ944590.1,True,False,False,True
JQ944591.1,True,False,False,True
JQ944592.1,True,False,False,True
JQ944593.1,True,False,False,True
JQ944594.1,True,False,False,True
JQ944595.1,True,False,False,True
JQ944596.1,True,False,False,True
JQ944597.1,True,False,False,True
JQ944598.1,True,False,False,True
JQ944599.1,True,False,False,True
JQ944600.1,True,False,False,True
JQ944601.1,True,False,False,True
JQ944602.1,True,False,False,True
JQ944603.1,True,False,False,True
JQ944604.1,True,False,False,True
JQ944605.1,True,False,False,True
JQ944606.1,True,False,False,True
JQ944607.1,True,False,False,True
JQ944608.1,True,False,False,True
JQ944609.1,True,False,False,True
JQ944610.1,True,False,False,True
JQ944611.1,True,False,False,True
JQ944612.1,True,False,False,True
JQ944613.1,True,False,False,True
JQ944614.1,True,False,False,True
JQ944615.1,True,False,False,True
JQ944616.1,True,False,False,True
JQ944617.1,True,False,False,True
JQ944618.1,True,False,False,True
JQ944619.1,True,False,False,True
JQ944620.1,True,False,False,True
JQ944621.1,True,False,False,True
JQ944622.1,True,False,False,True
JQ944623.1,True,False,False,True
JQ944624.1,True,False,False,True
JQ944625.1,True,False,False,True
JQ944626.1,True,False,False,True
JQ944627.1,True,False,False,True
JQ944628.1,True,False,False,True
JQ944629.1,True,False,False,True
JQ944630.1,True,False,False,True
JQ944631.1,True,False,False,True
JQ944632.1,True,False,False,True
JQ944633.1,True,False,False,True
JQ944634.1,True,False,False,True
JQ944635.1,True,False,False,True
JQ944636.1,True,False,False,True
JQ944637.1,True,False,False,True
JQ944638.1,True,False,False,True
JQ944639.1,True,False,False,True
JQ944640.1,True,False,False,True
JQ944641.1,True,False,False,True
JQ944642.1,True,False,False,True
JQ944643.1,True,False,False,True
JQ944644.1,True,False,False,True
JQ944645.1,True,False,False,True
JQ944646.1,True,False,False,True
JQ944647.1,True,False,False,True
JQ944648.1,True,False,False,True
JQ944649.1,True,False,False,True
JQ944650.1,True,False,False,True
JQ944651.1,True,False,False,True
JQ944652.1,True,False,False,True
JQ944653.1,True,False,False,True
JQ944654.1,True,False,False,True
JQ944655.1,True,False,False,True
JQ944656.1,True,False,False,True
JQ944657.1,True,False,False,True
JQ944658.1,True,False,False,True
JQ944659.1,True,False,False,True
JQ944660.1,True,False,False,True
JQ944661.1,True,False,False,True
JQ944662.1,True,False,False,True
JQ944663.1,True,False,False,True
JQ944664.1,True,False,False,True
JQ944665.1,True,False,False,True
JQ944666.1,True,False,False,True
JQ944667.1,True,False,False,True
JQ944668.1,True,False,False,True
JQ944669.1,True,False,False,True
JQ944670.1,True,False,False,True
JQ944671.1,True,False,False,True
JQ944672.1,True,False,False,True
JQ944673.1,True,False,False,True
JQ944674.1,True,False,False,True
JQ944675.1,True,False,False,True
JQ944676.1,True,False,False,True
JQ944677.1,True,False,False,True
JQ944678.1,True,False,False,True
JQ944679.1,True,False,False,True
JQ944680.1,True,False,False,True
JQ944681.1,True,False,False,True
JQ944682.1,True,False,False,True
JQ944683.1,True,False,False,True
JQ944684.1,True,False,False,True
JQ944685.1,True,False,False,True
JQ944686.1,True,False,False,True
JQ944687.1,True,False,False,True
JQ944688.1,True,False,False,True
JQ944689.1,True,False,False,True
JQ944690.1,True,False,False,True
JQ944691.1,True,False,False,True
JQ944692.1,True,False,False,True
JQ944693.1,True,False,False,True
JQ944694.1,True,False,False,True
JQ944695.1,True,False,False,True
JQ944696.1,True,False,False,True
JQ965810.1,True,False,False,True
JQ970479.1,True,False,False,True
JX047011.1,True,False,False,False
JX047012.1,True,False,False,False
JX047013.1,True,False,False,False
JX047014.1,True,False,False,False
JX047015.1,True,False,False,False
JX047016.1,True,False,False,False
JX047017.1,True,False,False,False
JX047018.1,True,False,False,False
JX047019.1,True,False,False,False
JX047020.1,True,False,False,False
JX047021.1,True,False,False,False
JX047022.1,True,False,False,False
JX047023.1,True,False,False,False
JX074065.1,True,False,False,True
JX142184.1,True,False,False,False
JX155737.1,True,False,False,True
JX155738.1,True,False,False,True
JX155739.1,True,False,False,True
JX155740.1,True,False,False,True
JX155741.1,True,False,False,True
JX155742.1,True,False,False,True
JX155743.1,True,False,False,True
JX155744.1,True,False,False,True
JX155745.1,True,False,False,True
JX155746.1,True,False,False,True
JX155747.1,True,False,False,True
JX155748.1,True,False,False,True
JX155749.1,True,False,False,True
JX155750.1,True,False,False,True
JX155751.1,True,False,False,True
JX155752.1,True,False,False,True
JX155753.1,True,False,False,True
JX155754.1,True,False,False,True
JX282191.1,True,False,False,True
JX289821.1,True,False,False,False
JX289822.1,True,False,False,False
JX401279.1,True,False,False,True
JX401280.1,True,False,False,True
JX401281.1,True,False,False,True
JX416387.1,True,False,False,True
JX416388.1,True,False,False,True
JX416389.1,True,False,False,True
JX416390.1,True,False,False,True
JX416391.1,True,False,False,True
JX416392.1,True,False,False,True
JX416393.1,True,False,False,True
JX416394.1,True,False,False,True
JX416395.1,True,False,False,True
JX416396.1,True,False,False,True
JX416397.1,True,False,False,True
JX416398.1,True,False,False,True
JX416399.1,True,False,False,True
JX416400.1,True,False,False,True
JX416401.1,True,False,False,True
JX416402.1,True,False,False,True
JX416403.1,True,False,False,True
JX416404.1,True,False,False,True
JX416405.1,True,False,False,True
JX416406.1,True,False,False,True
JX416407.1,True,False,False,True
JX416408.1,True,False,False,True
JX416409.1,True,False,False,True
JX416410.1,True,False,False,True
JX416411.1,True,False,False,True
JX416412.1,True,False,False,True
JX416413.1,True,False,False,True
JX416414.1,True,False,False,True
JX416415.1,True,False,False,True
JX416416.1,True,False,False,True
JX416417.1,True,False,False,True
JX416418.1,True,False,False,True
JX416419.1,True,False,False,True
JX427563.1,True,False,False,True
JX427564.1,True,False,False,True
JX427565.1,True,False,False,True
JX427566.1,True,False,False,True
JX427567.1,True,False,False,True
